id,battle_type,mode,stage,main_weapon,sub_weapon,special_weapon,headgear,clothing,shoes,result,knockout,rank_in_team,kill,assist,kill_or_assist,death,special,signal,inked,medals,our_team_inked,their_team_inked,third_team_inked,our_team_percent,their_team_percent,third_team_percent,our_team_count,their_team_count,level_before,level_after,rank_before,rank_before_s_plus,rank_before_exp,rank_after,rank_after_s_plus,rank_after_exp,rank_exp_change,rank_up_battle,challenge_win,challenge_lose,x_power_before,x_power_after,fest_power,fest_dragon,clout_before,clout_after,clout_change,cash_before,cash_after,our_team_color,their_team_color,third_team_color,our_team_role,their_team_role,third_team_role,our_team_theme,their_team_theme,third_team_theme,third_team_members,teammate_1_name,teammate_1_rank,teammate_1_main_weapon,teammate_1_sub_weapon,teammate_1_special_weapon,teammate_1_kill,teammate_1_assist,teammate_1_kill_or_assist,teammate_1_death,teammate_1_special,teammate_1_signal,teammate_1_inked,teammate_1_headgear,teammate_1_clothing,teammate_1_shoes,teammate_2_name,teammate_2_rank,teammate_2_main_weapon,teammate_2_sub_weapon,teammate_2_special_weapon,teammate_2_kill,teammate_2_assist,teammate_2_kill_or_assist,teammate_2_death,teammate_2_special,teammate_2_signal,teammate_2_inked,teammate_2_headgear,teammate_2_clothing,teammate_2_shoes,teammate_3_name,teammate_3_rank,teammate_3_main_weapon,teammate_3_sub_weapon,teammate_3_special_weapon,teammate_3_kill,teammate_3_assist,teammate_3_kill_or_assist,teammate_3_death,teammate_3_special,teammate_3_signal,teammate_3_inked,teammate_3_headgear,teammate_3_clothing,teammate_3_shoes,opponent_1_name,opponent_1_rank,opponent_1_main_weapon,opponent_1_sub_weapon,opponent_1_special_weapon,opponent_1_kill,opponent_1_assist,opponent_1_kill_or_assist,opponent_1_death,opponent_1_special,opponent_1_signal,opponent_1_inked,opponent_1_headgear,opponent_1_clothing,opponent_1_shoes,opponent_2_name,opponent_2_rank,opponent_2_main_weapon,opponent_2_sub_weapon,opponent_2_special_weapon,opponent_2_kill,opponent_2_assist,opponent_2_kill_or_assist,opponent_2_death,opponent_2_special,opponent_2_signal,opponent_2_inked,opponent_2_headgear,opponent_2_clothing,opponent_2_shoes,opponent_3_name,opponent_3_rank,opponent_3_main_weapon,opponent_3_sub_weapon,opponent_3_special_weapon,opponent_3_kill,opponent_3_assist,opponent_3_kill_or_assist,opponent_3_death,opponent_3_special,opponent_3_signal,opponent_3_inked,opponent_3_headgear,opponent_3_clothing,opponent_3_shoes,opponent_4_name,opponent_4_rank,opponent_4_main_weapon,opponent_4_sub_weapon,opponent_4_special_weapon,opponent_4_kill,opponent_4_assist,opponent_4_kill_or_assist,opponent_4_death,opponent_4_special,opponent_4_signal,opponent_4_inked,opponent_4_headgear,opponent_4_clothing,opponent_4_shoes,game_version,start_at,end_at
c4197a4b-8031-44df-8cf1-e2e5c6557ee4,Anarchy Battle (Open),Tower Control (Open),Museum d'Alfonsino,Splattershot Pro,Angle Shooter,Crab Tank,,,,draw,False,3,0,0,0,1,0,,75,None,,,,,,,,,,,B-,,,,,,0,,,,,,,,,,,,,1a1aafff,e38d24ff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v1.1.1,2022-09-18 00:36:24,2022-09-18 00:36:44
7cc053b8-17ed-461d-afc0-78f269110fc0,Anarchy Battle (Open),Tower Control (Open),Wahoo World,Splattershot Pro,Angle Shooter,Crab Tank,,,,lose,False,4,8,3,11,11,1,,793,"['#1 Ground Traveler', '#1 Checkpoint Breaker', 'First Splat!']",,,,,,,43,87,,,B-,,,,,,-2,,,,,,,,,,,,,d74b31ff,1ec0adff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v1.1.1,2022-09-18 00:38:38,2022-09-18 00:43:38
7e40cc39-0a7a-4b88-9f51-384a47daa65a,Anarchy Battle (Open),Tower Control (Open),Wahoo World,Splattershot Pro,Angle Shooter,Crab Tank,,,,lose,False,2,14,2,16,6,4,,1093,"['#1 Enemy Splatter', '#1 Ground Traveler', '#1 Popular Target']",,,,,,,83,92,,,B-,,,,,,-2,,,,,,,,,,,,,6e04b6ff,cd510aff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v1.1.1,2022-09-18 00:46:07,2022-09-18 00:51:20
d1427783-ccfd-4329-ace8-275aee73c3ec,Anarchy Battle (Open),Rainmaker (Open),Scorch Gorge,Luna Blaster,Splat Bomb,Zipcaster,,,,lose,True,2,5,2,7,7,0,,349,"['#2 Overall Splatter', '#1 Popular Target', '#1 Damage Taker']",,,,,,,0,100,,,B-,,,,,,-2,,,,,,,,,,,,,343bc4ff,df6624ff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v1.1.1,2022-09-18 01:03:54,2022-09-18 01:06:47
90f6980b-2df5-42ed-b14e-b45c11d02f62,Anarchy Battle (Open),Rainmaker (Open),Eeltail Alley,Splattershot Pro,Angle Shooter,Crab Tank,,,,lose,True,1,11,2,13,9,0,,739,"['#1 Overall Splatter', '#1 Enemy Splatter', '#1 Super Jump Spot']",,,,,,,0,100,,,B-,,,,,,-2,,,,,,,,,,,,,2cb721ff,c12d74ff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v1.1.1,2022-09-18 01:11:11,2022-09-18 01:15:46
1e7d2490-44e2-48d0-8c93-d785e8477b61,Anarchy Battle (Open),Rainmaker (Open),Eeltail Alley,Splattershot Pro,Angle Shooter,Crab Tank,,,,lose,False,3,7,3,10,9,1,,874,"['#1 Super Jump Spot', '#2 Turf Inker', '#2 Score Booster']",,,,,,,34,48,,,B-,,,,,,-2,,,,,,,,,,,,,1bbfabff,c43a6eff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v1.1.1,2022-09-18 01:18:01,2022-09-18 01:23:01
23038413-b650-4189-af8b-7f24be4bc9ea,Anarchy Battle (Open),Rainmaker (Open),Eeltail Alley,Splattershot Pro,Angle Shooter,Crab Tank,,,,win,True,3,4,1,5,3,0,,373,"['#1 Super Jump Spot', '#1 Ink Consumer', '#1 Rainmaker Stopper']",,,,,,,100,0,,,B-,,,,,,8,,,,,,,,,,,,,1a1aafff,e38d24ff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v1.1.1,2022-09-18 01:27:19,2022-09-18 01:29:11
aa2d697d-be1f-42e4-a78c-cc1c33b9f091,Anarchy Battle (Open),Rainmaker (Open),Eeltail Alley,Splattershot Pro,Angle Shooter,Crab Tank,,,,lose,True,3,0,1,1,5,0,,359,"['#1 Splat Assister', '#1 Ground Traveler']",,,,,,,0,100,,,B-,,,,,,-2,,,,,,,,,,,,,1a1aafff,e38d24ff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v1.1.1,2022-09-18 01:31:05,2022-09-18 01:33:08
2a551ba2-a7ad-4ef2-b286-da90f00e09af,Anarchy Battle (Open),Rainmaker (Open),Scorch Gorge,Splattershot Pro,Angle Shooter,Crab Tank,,,,lose,False,3,8,4,12,11,0,,842,"['#1 Overall Splatter', '#1 Splat Assister', '#1 Ground Traveler']",,,,,,,38,57,,,B-,,,,,,-2,,,,,,,,,,,,,c43a6eff,1bbfabff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v1.1.1,2022-09-18 01:34:42,2022-09-18 01:39:42
a0c97411-de98-4858-a2c9-c15b2cd87334,Anarchy Battle (Open),Rainmaker (Open),Eeltail Alley,.52 Gal,Splash Wall,Killer Wail 5.1,,,,draw,False,2,0,0,0,0,0,,197,None,,,,,,,,,,,B-,,,,,,0,,,,,,,,,,,,,1ec0adff,d74b31ff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v1.1.1,2022-09-18 01:54:13,2022-09-18 01:54:29
a99c54bb-82ff-4a08-831d-d9537febc3b1,Anarchy Battle (Open),Rainmaker (Open),Eeltail Alley,.52 Gal,Splash Wall,Killer Wail 5.1,,,,win,False,2,9,3,12,8,1,,983,"['#1 Super Jump Spot', '#1 Turf Inker', '#1 Score Booster']",,,,,,,75,74,,,B-,,,,,,8,,,,,,,,,,,,,c43a6eff,1bbfabff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v1.1.1,2022-09-18 01:56:46,2022-09-18 02:01:46
a82df076-1d24-4b45-b292-990233af2653,Anarchy Battle (Open),Rainmaker (Open),Scorch Gorge,.52 Gal,Splash Wall,Killer Wail 5.1,,,,draw,False,3,0,0,0,0,0,,102,None,,,,,,,,,,,B-,,,,,,0,,,,,,,,,,,,,1bbfabff,c43a6eff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v1.1.1,2022-09-18 02:03:26,2022-09-18 02:03:37
6b936414-13c1-4fa1-9e2d-966a9767f1ca,Anarchy Battle (Open),Rainmaker (Open),Eeltail Alley,Luna Blaster,Splat Bomb,Zipcaster,,,,lose,False,1,15,1,16,8,1,,873,"['#1 Overall Splatter', 'Record-Score Setter', '#1 Score Booster']",,,,,,,46,68,,,B-,,,,,,-2,,,,,,,,,,,,,e38d24ff,1a1aafff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v1.1.1,2022-09-18 02:07:40,2022-09-18 02:12:45
c56082d1-fda9-457e-9aab-87ab8dd1e341,Anarchy Battle (Open),Rainmaker (Open),Eeltail Alley,Luna Blaster,Splat Bomb,Zipcaster,,,,win,False,2,10,4,14,8,1,,585,"['#1 Popular Target', 'Record-Score Setter', '#1 Rainmaker Stopper']",,,,,,,78,14,,,B-,,,,,,8,,,,,,,,,,,,,c43a6eff,1bbfabff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v1.1.1,2022-09-18 02:15:09,2022-09-18 02:20:14
4c38377d-b3fc-4da4-b60f-c6e13c1a8742,Anarchy Battle (Open),Rainmaker (Open),Scorch Gorge,Luna Blaster,Splat Bomb,Zipcaster,,,,win,False,2,5,3,8,11,1,,657,"['#1 Splat Assister', '#1 Ground Traveler', 'Record-Score Setter']",,,,,,,64,32,,,B-,,,,,,8,,,,,,,,,,,,,e38d24ff,1a1aafff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v1.1.1,2022-09-18 02:22:52,2022-09-18 02:28:00
5c78689e-3d75-4ceb-a0b4-4f8ae9f8c716,Anarchy Battle (Open),Rainmaker (Open),Scorch Gorge,Luna Blaster,Splat Bomb,Zipcaster,,,,lose,False,2,8,1,9,14,0,,622,"['#1 Super Jump Spot', 'Record-Score Setter', '#1 Score Booster']",,,,,,,19,70,,,B-,,,,,,-2,,,,,,,,,,,,,d74b31ff,1ec0adff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v1.1.1,2022-09-18 02:29:45,2022-09-18 02:34:54
549b7ded-41b7-49d1-a592-5ddacee62aeb,Anarchy Battle (Open),Rainmaker (Open),Eeltail Alley,Luna Blaster,Splat Bomb,Zipcaster,,,,win,False,2,7,3,10,11,0,,938,"['#1 Splat Assister', 'Record-Score Setter', '#1 Score Booster']",,,,,,,97,84,,,B-,,,,,,8,,,,,,,,,,,,,3a0ccdff,d0bf08ff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v1.1.1,2022-09-18 02:36:26,2022-09-18 02:41:35
61be38ae-eecb-434a-82e9-c8bba8fbcd48,Anarchy Battle (Open),Rainmaker (Open),Scorch Gorge,Luna Blaster,Splat Bomb,Zipcaster,,,,lose,True,2,4,0,4,7,0,,568,"['#2 Overall Splatter', 'Record-Score Setter', '#1 Score Booster']",,,,,,,0,100,,,B-,,,,,,-2,,,,,,,,,,,,,1a1aafff,e38d24ff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v1.1.1,2022-09-18 02:43:25,2022-09-18 02:47:01
a1da0584-fe8c-495e-988b-394a9752ed70,Anarchy Battle (Open),Rainmaker (Open),Scorch Gorge,Splattershot Pro,Angle Shooter,Crab Tank,,,,lose,False,2,7,1,8,8,2,,1142,"['#1 Super Jump Spot', '#2 Popular Target', '#1 Rainmaker Stopper']",,,,,,,32,43,,,B-,,,,,,-2,,,,,,,,,,,,,1ec0adff,d74b31ff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v1.1.1,2022-09-18 02:51:50,2022-09-18 02:56:57
5e63e229-6fd0-4773-9427-dc00a0455378,Anarchy Battle (Open),Tower Control (Open),Mahi-Mahi Resort,Luna Blaster,Splat Bomb,Zipcaster,,,,lose,True,2,6,2,8,8,0,,417,"['#1 Splat Assister', '#1 Damage Taker', '#1 Checkpoint Breaker']",,,,,,,0,100,,,B-,,,,,,-2,,,,,,,,,,,,,c43a6eff,1bbfabff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v1.1.1,2022-09-18 16:08:52,2022-09-18 16:12:20
2026c4e5-3226-4088-a15f-f193e513593e,Anarchy Battle (Open),Rainmaker (Open),Undertow Spillway,Splattershot Pro,Angle Shooter,Crab Tank,,,,lose,True,2,4,1,5,7,0,,625,"['Record-Score Setter', '#1 Checkpoint Breaker', '#1 Score Booster']",,,,,,,0,100,,,B-,,,,,,-2,,,,,,,,,,,,,1a1aafff,e38d24ff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v1.1.1,2022-09-18 23:59:36,2022-09-19 00:03:11
c6eb6a05-247c-4be1-abcf-4f7103a043b2,Anarchy Battle (Open),Rainmaker (Open),Eeltail Alley,Splattershot Pro,Angle Shooter,Crab Tank,,,,lose,True,3,2,0,2,4,0,,248,"['#2 Super Jump Spot', '#1 Rainmaker Stopper', '#2 Enemy Splatter']",,,,,,,0,100,,,B-,,,,,,-2,,,,,,,,,,,,,343bc4ff,df6624ff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v1.1.1,2022-09-19 00:05:20,2022-09-19 00:06:59
a470c352-f9be-4c1f-989a-32ad7b004ed2,Anarchy Battle (Open),Rainmaker (Open),Undertow Spillway,Luna Blaster,Splat Bomb,Zipcaster,,,,win,False,2,9,5,14,9,0,,686,"['#1 Overall Splatter', '#1 Splat Assister', '#1 Super Jump Spot']",,,,,,,89,40,,,B-,,,,,,8,,,,,,,,,,,,,c43a6eff,1bbfabff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v1.1.1,2022-09-19 00:10:54,2022-09-19 00:15:54
